bug_id,revision.id.buggy,revision.id.fixed,report.id,report.url
20,6f6d7e4b1ca24a56ac736cbe15da317589af1b30,c381aa94fc3caddfd2e052f041510d3aa4831102,checkstyle_checkstyle-10456,https://github.com/checkstyle/checkstyle/issues/10446
21,c381aa94fc3caddfd2e052f041510d3aa4831102,5cbaa5025745c1e2a1eaba63513635a80ab5c7ec,checkstyle_checkstyle-10457,https://github.com/checkstyle/checkstyle/issues/10447
22,5cbaa5025745c1e2a1eaba63513635a80ab5c7ec,2e453a571f868a83ef9bf9d3112f4168e68ac9d5,checkstyle_checkstyle-10458,https://github.com/checkstyle/checkstyle/issues/10448
23,2e453a571f868a83ef9bf9d3112f4168e68ac9d5,d77f682013b40917109851ba43837c729b6c0068,checkstyle_checkstyle-10459,https://github.com/checkstyle/checkstyle/issues/10449
24,e3aea59d8d53ed2e5e35dbfa0cf57c3291f93e13,35f0021275cc2eebe7c2c430a2975f35e35a92c3,checkstyle_checkstyle-10460,https://github.com/checkstyle/checkstyle/issues/10450
25,769a40861606c70c95bc807188adebf6f1ca282e,0939e02fca808deb4bd13e9c64412f532004b12f,checkstyle_checkstyle-10461,https://github.com/checkstyle/checkstyle/issues/10451
26,0939e02fca808deb4bd13e9c64412f532004b12f,6daa7eb4b34881ec8928952a9930df3deeea3387,checkstyle_checkstyle-10462,https://github.com/checkstyle/checkstyle/issues/10452
27,d881331c565f344bc5e2601d8892acc4b9d9f895,f4e839b670400bf2ff1cc1a4fbef9028e42477b5,checkstyle_checkstyle-10483,https://github.com/checkstyle/checkstyle/issues/10469
28,ba68ebe85dde9c91a8fe0054f377ac77089f8ace,82c124e67c63d2764e32ebb4855f51df3685b092,checkstyle_checkstyle-10484,https://github.com/checkstyle/checkstyle/issues/10470
29,0a33e997ffa40f26a60afeba9133b98ff03d32fb,a74d26f4912d1503f3888f8b891b56630606b018,checkstyle_checkstyle-10485,https://github.com/checkstyle/checkstyle/issues/10471
30,6b2ce27f9163ea3f3afd4cdfd18e80fe4242638f,edcc686e3099db8ccffb70b03cd5dcc0c862177b,checkstyle_checkstyle-10486,https://github.com/checkstyle/checkstyle/issues/10473
31,a74d26f4912d1503f3888f8b891b56630606b018,d7b18e331fb52fc0c266f012e9acae5d058673d5,checkstyle_checkstyle-10487,https://github.com/checkstyle/checkstyle/issues/10475
32,53a089832a7727de269399d148e521198adaa982,d635b15fd36431fcc40fbfdf67a624825418e1bc,checkstyle_checkstyle-10489,https://github.com/checkstyle/checkstyle/issues/10476
33,d7b18e331fb52fc0c266f012e9acae5d058673d5,6b2ce27f9163ea3f3afd4cdfd18e80fe4242638f,checkstyle_checkstyle-10490,https://github.com/checkstyle/checkstyle/issues/10477
34,8be42027b57e3ad69d6780a3ca981f48bbfc16de,53a089832a7727de269399d148e521198adaa982,checkstyle_checkstyle-10491,https://github.com/checkstyle/checkstyle/issues/10478
35,d635b15fd36431fcc40fbfdf67a624825418e1bc,28d8e51f705a89432007c145cb79bd4e880c038f,checkstyle_checkstyle-10492,https://github.com/checkstyle/checkstyle/issues/10479
36,28d8e51f705a89432007c145cb79bd4e880c038f,c2b48674e5ac675f8e771eb5d38aef7bfff3dbf6,checkstyle_checkstyle-10493,https://github.com/checkstyle/checkstyle/issues/10480
37,c2b48674e5ac675f8e771eb5d38aef7bfff3dbf6,1883d95703a76b3afcbe0d329f8a0272ea3f123b,checkstyle_checkstyle-10494,https://github.com/checkstyle/checkstyle/issues/10481
38,1883d95703a76b3afcbe0d329f8a0272ea3f123b,82f327f3400bf9b3259684ed7e0ef837a846eb7c,checkstyle_checkstyle-10496,https://github.com/checkstyle/checkstyle/issues/10482
39,2877dbba42386e65396957b789f76e46a0030d99,625a85ca14a10a2ee1b9760945cf7473d0538677,checkstyle_checkstyle-10514,https://github.com/checkstyle/checkstyle/issues/10474
40,e0dc7795b23e9fc62fdd66eef614954a5ad92b1b,c3e07682523e92c9990e3d519f5bfa770a1eea54,checkstyle_checkstyle-10517,https://github.com/checkstyle/checkstyle/issues/10498
41,d4c9f7378d5ea6ca6cae4c832a8dc04069348341,591142319339bab29715ca0d460350be775caad2,checkstyle_checkstyle-10518,https://github.com/checkstyle/checkstyle/issues/10499
42,591142319339bab29715ca0d460350be775caad2,f282008c5b3859b1e9d59485049d1e5df718a2aa,checkstyle_checkstyle-10519,https://github.com/checkstyle/checkstyle/issues/10500
43,e81b58948403d7a4a8eef34a728ee851bececf9a,ba68ebe85dde9c91a8fe0054f377ac77089f8ace,checkstyle_checkstyle-10520,https://github.com/checkstyle/checkstyle/issues/10501
44,f282008c5b3859b1e9d59485049d1e5df718a2aa,f60d449d2361b1c778b3c16b71c887c5dd4d7571,checkstyle_checkstyle-10521,https://github.com/checkstyle/checkstyle/issues/10502
45,f60d449d2361b1c778b3c16b71c887c5dd4d7571,69e1f81b9df554318194a6c005a461cf51fb16d0,checkstyle_checkstyle-10522,https://github.com/checkstyle/checkstyle/issues/10503
46,c3e07682523e92c9990e3d519f5bfa770a1eea54,15328d526613983a5de1173208e0b99b8cab8ae0,checkstyle_checkstyle-10525,https://github.com/checkstyle/checkstyle/issues/10504
47,15328d526613983a5de1173208e0b99b8cab8ae0,d4c9f7378d5ea6ca6cae4c832a8dc04069348341,checkstyle_checkstyle-10526,https://github.com/checkstyle/checkstyle/issues/10505
48,69e1f81b9df554318194a6c005a461cf51fb16d0,bb746bd4e64559ca817fce128e249c04e33d027b,checkstyle_checkstyle-10528,https://github.com/checkstyle/checkstyle/issues/10506
49,a5202270776bbb75b722e512d0c549526ef363be,df0670138d08ced64d7312ba34c0bf8d9127a3e9,checkstyle_checkstyle-10532,https://github.com/checkstyle/checkstyle/issues/10507
50,df0670138d08ced64d7312ba34c0bf8d9127a3e9,76021673a549050562c1e49be743696c7f24dca3,checkstyle_checkstyle-10533,https://github.com/checkstyle/checkstyle/issues/10508
51,76021673a549050562c1e49be743696c7f24dca3,4f11c3ef92a94d510732b782c5b459c180d1b70c,checkstyle_checkstyle-10534,https://github.com/checkstyle/checkstyle/issues/10509
52,4f11c3ef92a94d510732b782c5b459c180d1b70c,fd1d76e702f006bc2f3cef46c9dbb53186dfdcf3,checkstyle_checkstyle-10535,https://github.com/checkstyle/checkstyle/issues/10510
53,3906451051454f881d09a5072ec03aea88722277,f1ec7b6bd7b3739a52fd98348416a656f0c0fa93,checkstyle_checkstyle-10536,https://github.com/checkstyle/checkstyle/issues/10511
54,fd1d76e702f006bc2f3cef46c9dbb53186dfdcf3,3906451051454f881d09a5072ec03aea88722277,checkstyle_checkstyle-10537,https://github.com/checkstyle/checkstyle/issues/10512
55,f1ec7b6bd7b3739a52fd98348416a656f0c0fa93,e59f2d2386e6d456bc8f58e2054fd2712a023327,checkstyle_checkstyle-10546,https://github.com/checkstyle/checkstyle/issues/10478
56,e59f2d2386e6d456bc8f58e2054fd2712a023327,6b1a871a2c85d5a1545963fdac672450851d7643,checkstyle_checkstyle-10547,https://github.com/checkstyle/checkstyle/issues/10538
57,6b1a871a2c85d5a1545963fdac672450851d7643,cb6f17f529188c523a25701c9d4de4966f85cc3f,checkstyle_checkstyle-10550,https://github.com/checkstyle/checkstyle/issues/10539
58,cb6f17f529188c523a25701c9d4de4966f85cc3f,9d0e544235989c8ea9e2682b003957dc5e170459,checkstyle_checkstyle-10551,https://github.com/checkstyle/checkstyle/issues/10540
59,9d0e544235989c8ea9e2682b003957dc5e170459,a636a80b46f8f54745e4b506f106085d6f096761,checkstyle_checkstyle-10552,https://github.com/checkstyle/checkstyle/issues/10541
60,a636a80b46f8f54745e4b506f106085d6f096761,8ba689e58b45d40606e6d9781263963c095f3502,checkstyle_checkstyle-10553,https://github.com/checkstyle/checkstyle/issues/10542
61,1ecc59de97487267c9195429d31943d85fe35375,8dd7a39b3c5984d3c176d3afc342d411cf65681b,checkstyle_checkstyle-10554,https://github.com/checkstyle/checkstyle/issues/10543
62,8dd7a39b3c5984d3c176d3afc342d411cf65681b,c58a869938df120c0fad9aac8a7199383a26c7d9,checkstyle_checkstyle-10555,https://github.com/checkstyle/checkstyle/issues/10544
63,c58a869938df120c0fad9aac8a7199383a26c7d9,c350a32d5a89f7e5b02b96dbf51fa348f75c0b42,checkstyle_checkstyle-10565,https://github.com/checkstyle/checkstyle/issues/10558
64,a1338ac27808b566fbe2889251ff45d3163bce2e,f3d1b92ff49f306d2ca14423cebab096abc4a533,checkstyle_checkstyle-10566,https://github.com/checkstyle/checkstyle/issues/10559
65,c350a32d5a89f7e5b02b96dbf51fa348f75c0b42,a1338ac27808b566fbe2889251ff45d3163bce2e,checkstyle_checkstyle-10567,https://github.com/checkstyle/checkstyle/issues/10562
66,5a27d12e76a27894e43dae1834da40a154ef6523,64997706d335feaab44602a4c1ad932bf446888c,checkstyle_checkstyle-10577,https://github.com/checkstyle/checkstyle/issues/10560
67,c3d1603a64145ce935ef0ec1c84734b4e39af4eb,b16c40a54981bbbf0dc9d1889c8abe0d34d37913,checkstyle_checkstyle-10579,https://github.com/checkstyle/checkstyle/issues/10116
68,64997706d335feaab44602a4c1ad932bf446888c,0e8420aca78b963e92bad759cfa269acf7707de0,checkstyle_checkstyle-10585,https://github.com/checkstyle/checkstyle/issues/10584
69,0e8420aca78b963e92bad759cfa269acf7707de0,31149df99879ae83078f35fdba6a19f2c7109a5c,checkstyle_checkstyle-10587,https://github.com/checkstyle/checkstyle/issues/10586
70,31149df99879ae83078f35fdba6a19f2c7109a5c,ac60b9c07ea008be409a5d6c768cf78e5b3cd5e8,checkstyle_checkstyle-10589,https://github.com/checkstyle/checkstyle/issues/10588
71,ac60b9c07ea008be409a5d6c768cf78e5b3cd5e8,5ff1ff9a19c8a804d69b55b5f6c7cd321673e887,checkstyle_checkstyle-10591,https://github.com/checkstyle/checkstyle/issues/10590
72,5ff1ff9a19c8a804d69b55b5f6c7cd321673e887,3b6aa05240234a6f14cd73f24ff0c35344f3808c,checkstyle_checkstyle-10593,https://github.com/checkstyle/checkstyle/issues/10592
73,dfae71a39c91928c858d803cdf8e4437819e625a,e81b58948403d7a4a8eef34a728ee851bececf9a,checkstyle_checkstyle-10595,https://github.com/checkstyle/checkstyle/issues/10594
74,f277ee7c59eccf0c3b6a9798f5ff9671a03ec975,5dbf18e682e487f70d127d4d9c3dcd8c7384ef99,checkstyle_checkstyle-10597,https://github.com/checkstyle/checkstyle/issues/10596
75,54dd775f4701f9627b13fb259c7c789a23549f36,f542c83a2340f876229f7da2827da3851c3df4e2,checkstyle_checkstyle-10599,https://github.com/checkstyle/checkstyle/issues/10516
76,3f9f37c6c98150ff1717a9641cfb5e06729e7f20,86e284cbdd9ea13d96242d334d722af724c5760d,checkstyle_checkstyle-10601,https://github.com/checkstyle/checkstyle/issues/10515
77,f542c83a2340f876229f7da2827da3851c3df4e2,1d00d67c23e7136a55d7d1d8e63e7727968ad8a7,checkstyle_checkstyle-10603,https://github.com/checkstyle/checkstyle/issues/10464
78,86e284cbdd9ea13d96242d334d722af724c5760d,b2b724c488d562ed612c0f9d7f71763a7ea90e4b,checkstyle_checkstyle-10604,https://github.com/checkstyle/checkstyle/issues/8945
79,dd52056cdaaed9a495de7fef5276820dc285ba9e,0b64c4d84ce92dfd3c48f7d28e72c0932ee1f798,checkstyle_checkstyle-10636,https://github.com/checkstyle/checkstyle/issues/10527
80,27610c3e6c28f4e918b6456caed146496727754c,216ce08db49ae76f8b271b7e6780a76ce4987ca7,checkstyle_checkstyle-10637,https://github.com/checkstyle/checkstyle/issues/10378
81,d92b74df59a50345daa4268953498aa2214773f3,147a860986b02096878c0523979a243a01d3d884,checkstyle_checkstyle-10639,https://github.com/checkstyle/checkstyle/issues/10190
82,c9826c1547572d9915b6f9bba3e14e737d2fba21,4117a9a45957bb8ff667bd907fc288ca01a0d31c,checkstyle_checkstyle-10656,https://github.com/checkstyle/checkstyle/issues/10545
83,4117a9a45957bb8ff667bd907fc288ca01a0d31c,d953599cfe5c7ecfc2b58c5fc60eaaec42b7ea96,checkstyle_checkstyle-10658,https://github.com/checkstyle/checkstyle/issues/10649
84,f90aefc3aad02ffd25e22664c616b59795284e9f,62a506d9b3f6d7725b8c70dc44f75f44a2678457,checkstyle_checkstyle-10677,https://github.com/checkstyle/checkstyle/issues/10675
85,62a506d9b3f6d7725b8c70dc44f75f44a2678457,1a1ed24e2c00285edd8d8709c9022972483b1228,checkstyle_checkstyle-10678,https://github.com/checkstyle/checkstyle/issues/10676
86,cececcb18e2400b7e8e558c532df37a2cfdf8669,32096a0f27f266a92febee7de539e4ff1a3f7534,checkstyle_checkstyle-10691,https://github.com/checkstyle/checkstyle/issues/10688
87,63c33fcd6879066a7103c086c24f9121ee35f920,24fd93753f7aa1043a8bb84f4de62234ece6e56e,checkstyle_checkstyle-10697,https://github.com/checkstyle/checkstyle/issues/10676
88,f4e839b670400bf2ff1cc1a4fbef9028e42477b5,401739043a676073a2a415c62da369ce57d29261,checkstyle_checkstyle-10713,https://github.com/checkstyle/checkstyle/issues/10564
89,d0f7b53c4d8ff478ae637de1c9e8127047aed6f6,597a68ca4efd16e26534a4c10a7fc4ad4c8558d7,checkstyle_checkstyle-10715,https://github.com/checkstyle/checkstyle/issues/10714
90,401739043a676073a2a415c62da369ce57d29261,d0f7b53c4d8ff478ae637de1c9e8127047aed6f6,checkstyle_checkstyle-10717,https://github.com/checkstyle/checkstyle/issues/10716
91,75ed2234734b35595c804b29fc3a29385c9b5061,25ccfe24cf15fd6b62067a35688839beb5e09476,checkstyle_checkstyle-10722,https://github.com/checkstyle/checkstyle/issues/10693
92,bec04d50908fc1cda116216c0fbdde052f472271,0544f86f24ca3883393bd8c2f57105d77f2da3de,checkstyle_checkstyle-10723,https://github.com/checkstyle/checkstyle/issues/10720
93,25ccfe24cf15fd6b62067a35688839beb5e09476,bec04d50908fc1cda116216c0fbdde052f472271,checkstyle_checkstyle-10724,https://github.com/checkstyle/checkstyle/issues/10689
94,c471f1d0d1a95cac3bd9c9e1e03a124210083d47,e662bd96c3527104fc57a91a130bf74e031c106c,checkstyle_checkstyle-10735,https://github.com/checkstyle/checkstyle/issues/10653
95,9e3082f6215077c78ca096900b915b81f1f4dd33,0d8c5b6be7594497082214615cd9b6c0a5ac616c,checkstyle_checkstyle-10741,https://github.com/checkstyle/checkstyle/issues/10736
96,c1c41d49ca6829df3c0dcf3e8ca980838c8ef0bf,cc90b04b02f963571ae4697857db838ac27efb84,checkstyle_checkstyle-10772,https://github.com/checkstyle/checkstyle/issues/10776
97,84e45f7df438b4280080664548b6dc3eca604907,1acbabe78a6f9a3423b59cdb9b04dec74657b7be,checkstyle_checkstyle-10807,https://github.com/checkstyle/checkstyle/issues/10806
98,171f5d1ce51dfbae5715319b58fdbb11cf0de3e8,79cea7464f36e004310d58aeb9e2610bd26c8a88,checkstyle_checkstyle-10825,https://github.com/checkstyle/checkstyle/issues/10810
99,09e65bf4163fb1147c1e791f9af6f016c837ea75,84e45f7df438b4280080664548b6dc3eca604907,checkstyle_checkstyle-10838,https://github.com/checkstyle/checkstyle/issues/10837
100,eeee48f2a6d9884304e871e682d24c309e488731,e2c6e148a92e01b3c6037b33440ee7006f742793,checkstyle_checkstyle-10839,https://github.com/checkstyle/checkstyle/issues/10144
101,2a6a18a31978aa468db669b564929efd00c321c4,d1419f300cdb2e671b894ca16fdba5790a8e2d1e,checkstyle_checkstyle-10840,https://github.com/checkstyle/checkstyle/issues/10835
102,825af33e45611897b464af0718633ab803514514,073289a4ad02d468bf814b689e7ec1b04cc669ef,checkstyle_checkstyle-10857,https://github.com/checkstyle/checkstyle/issues/10855
103,3fbaab66a621f092e6b277eb3a1519f1dfe0e927,7ee08c1d0878b24f13825d5b6125da2d237ebe3a,checkstyle_checkstyle-10922,https://github.com/checkstyle/checkstyle/issues/10920
104,7a9913aa64f911e41eae958b757e73a5d2f93205,e4297c298f4fd7c8cac43009f17127763aa375c8,checkstyle_checkstyle-10958,https://github.com/checkstyle/checkstyle/issues/10817
105,f37c34ba5bde9e876d89bb15e3bf340c17f73470,e2e3a1d492db0c1addb4ef4d4724b7c0e2d897df,checkstyle_checkstyle-10963,https://github.com/checkstyle/checkstyle/issues/10962
106,988cbe38621df6cf079c975fc9ca87b45a3c4af9,c323c17910cd43a1c6309c90b4269738da10247b,checkstyle_checkstyle-10967,https://github.com/checkstyle/checkstyle/issues/10945
107,50a9a64b6d70aa722dcf754ad5d46e37784f5b05,e292c079ced9ede7dfbc657e444208eca5b69538,checkstyle_checkstyle-10968,https://github.com/checkstyle/checkstyle/issues/10859
108,a6d4f0d72995ae1e807782f3fc53a5f3be28ca75,6778867ae4c69cda78b806d87dc39a16a8836271,checkstyle_checkstyle-10999,https://github.com/checkstyle/checkstyle/issues/10934
109,216d45526c00eaa478b415d59064894a1e1efdae,c1b172b417210a94b4b767f7f5aef1cff5f009a9,checkstyle_checkstyle-11020,https://github.com/checkstyle/checkstyle/issues/11015
110,815cc4190aec8efd8334b4f99c853d751511c75b,ebfc50d227b7514505007aa111d6bf0e7e09f926,checkstyle_checkstyle-11048,https://github.com/checkstyle/checkstyle/issues/11038
111,34cd8fa5972319051cab258e7eb9055cb5c3377e,9bddea673ca6d082b8f91d47d94e7528bceba205,checkstyle_checkstyle-11085,https://github.com/checkstyle/checkstyle/issues/11031
112,275eb1271c8b4a40a0961720f751ef5b1c3dc8e2,23472b801e86371a97b28cb41f0731760aac0652,checkstyle_checkstyle-11112,https://github.com/checkstyle/checkstyle/issues/11061
113,8a93900b45d7f90aa54a501ddad02e41a871003a,7124ab9cf0ab1b0b91bd7828491673827d33ad2c,checkstyle_checkstyle-11188,https://github.com/checkstyle/checkstyle/issues/11187
114,b9d43a196bd7f929e57f9c3c4073312edd502785,4b568976ada9210363162e64e232a0c67edbdc74,checkstyle_checkstyle-11198,https://github.com/checkstyle/checkstyle/issues/11116
115,7124ab9cf0ab1b0b91bd7828491673827d33ad2c,7cd807c867ab2f5108330f325edb3a985966af25,checkstyle_checkstyle-11221,https://github.com/checkstyle/checkstyle/issues/11220
116,3ffe24e6fc74755ce3aa8c05054fab0dfdcc6a87,6acb30a4ba99335cb81942b38e267a85f8df83eb,checkstyle_checkstyle-11264,https://github.com/checkstyle/checkstyle/issues/11259
117,f2381d045c5f4ff4b8ef1ec3bba8ada6332dfb30,466a1668f4b132a2f9029b1a035c6de304779e6b,checkstyle_checkstyle-11270,https://github.com/checkstyle/checkstyle/issues/11268
118,4981aad0c6a4270f618fcab1b50a00c0c22a33f0,685316facc6ada553bec3b77510743d61777c1a4,checkstyle_checkstyle-11321,https://github.com/checkstyle/checkstyle/issues/11214
119,9c6881011d156f5bf03b15561243656095acee82,0f3620329667200f70bf7d38de2523802eada195,checkstyle_checkstyle-11383,https://github.com/checkstyle/checkstyle/issues/11213
120,7697df31b27ddf8ee8ebc1f20dd65352100e2326,c2ed4498d6d319f81a3245aa7321f42e0f6a9fc0,checkstyle_checkstyle-11409,https://github.com/checkstyle/checkstyle/issues/11357
121,1fe82a4e08c33db06eb5f92973da630f7e0055e5,2060f62b10278bd4ff4e5306458246ed74dfb647,checkstyle_checkstyle-11420,https://github.com/checkstyle/checkstyle/issues/10737
122,a162a2ace5b44496a31a3a248f2c829a9e7398d8,180705f878cd7b2a1074d32913b2bbdc54da1aaf,checkstyle_checkstyle-11450,https://github.com/checkstyle/checkstyle/issues/11438
123,51c04122c24a41a7e890dda24227d1a3c7e24531,56a87add6ee7eeab833e9203c3694c9769a40e34,checkstyle_checkstyle-11461,https://github.com/checkstyle/checkstyle/issues/11439
124,cffefba904f8d47f7bf9a9d9b053f5d33ea2afff,cd28d8c7ebbe51464d96c05db33e7a1f1b3ad86a,checkstyle_checkstyle-11468,https://github.com/checkstyle/checkstyle/issues/11365
125,6591ef0423d2376486b09784ab33fd5974a7cb41,4b8d2ae34419a1f331ec0323b108a777e9c842f4,checkstyle_checkstyle-11496,https://github.com/checkstyle/checkstyle/issues/11493
126,6174661951b6fa6b62754e072af94a39438d0a8c,8c0e35daa02c71c5077053f607c36e10ab07717e,checkstyle_checkstyle-11518,https://github.com/checkstyle/checkstyle/issues/11494
127,0332cbe0ba9f74eebf5955b0f98780a422a3caaa,1d29e97c030935ce2e7ce13a5e7014a9944b0f7e,checkstyle_checkstyle-11538,https://github.com/checkstyle/checkstyle/issues/11536
128,907d73beb44e61f6f19be9d1f5a1726f1e76b8c1,419a49191455e540fa712523f10e3ad3781ff579,checkstyle_checkstyle-11889,https://github.com/checkstyle/checkstyle/issues/11885
129,7b88df3043a92eb8c821ea9370d0f286c3f1207d,2d6d74bb6087ada766dfa9508695dc7004f8eacc,checkstyle_checkstyle-11923,https://github.com/checkstyle/checkstyle/issues/6658
130,60c6b19bb56394da3736bcce09e7f61316cc2b55,a97c3e8196c90fd8cf90a755f0b7ef5fd2824d29,checkstyle_checkstyle-11972,https://github.com/checkstyle/checkstyle/issues/11720
131,944f09bc18c3c1fa5ef7663bd9f951d2ff2e762d,1674de82125f5340171fe5900dce845d3f86f0d9,checkstyle_checkstyle-12052,https://github.com/checkstyle/checkstyle/issues/11973
132,31d820c0315aeacddb78beb84ada60e8d2dd13ac,8bf2481311820f6913d5bd2df9bfc1ee1d44436e,checkstyle_checkstyle-12372,https://github.com/checkstyle/checkstyle/issues/12345
133,f1275666a544f4d3c30f1e7b7c3ac72565278da9,7855254a0f847e53ef87ca8d9fdfcfc9fcaa8052,checkstyle_checkstyle-12444,https://github.com/checkstyle/checkstyle/issues/12443
134,a5be3cff4896c82d35fc556ed684dbeb8ceaddc7,d12ffc7ea53674a661c2702908b7242a1c442466,checkstyle_checkstyle-12472,https://github.com/checkstyle/checkstyle/issues/12409
135,fdcc63fac125d4b8caa657512b4894727b1c1a4b,5ceb64bc7b14e74d07c6a77477f690aae89d3fc8,checkstyle_checkstyle-12831,https://github.com/checkstyle/checkstyle/issues/11569
136,d6cee1a33536f65f29462d3f97e8f6699f9b1a02,c0a276172745144310ec4d3db50248a85413bf3c,checkstyle_checkstyle-13395,https://github.com/checkstyle/checkstyle/issues/13389
137,7e64fc5aee6ab05e51a2091b71b91ce7509e18f2,297361313517e166c5985a993a08468458085025,checkstyle_checkstyle-13403,https://github.com/checkstyle/checkstyle/issues/13402
